label,origin_id,text_a,text_b
1,1824,one minute i m sure i want to buy a motorbike the next minute i m,sure i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure,i don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i,don t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don,t want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t,want to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want,to it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to,it s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it,s a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it s,a vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it s a,vicious cycle
1,1824,one minute i m sure i want to buy a motorbike the next minute i m sure i don t want to it s a vicious,cycle
0,1825,don t,be silly find your own man It s never a good idea to play the game you want to play
0,1825,don t be,silly find your own man It s never a good idea to play the game you want to play
0,1825,don t be silly,find your own man It s never a good idea to play the game you want to play
0,1825,don t be silly find,your own man It s never a good idea to play the game you want to play
0,1825,don t be silly find your,own man It s never a good idea to play the game you want to play
0,1825,don t be silly find your own,man It s never a good idea to play the game you want to play
0,1825,don t be silly find your own man,It s never a good idea to play the game you want to play
0,1825,don t be silly find your own man It,s never a good idea to play the game you want to play
0,1825,don t be silly find your own man It s,never a good idea to play the game you want to play
0,1825,don t be silly find your own man It s never,a good idea to play the game you want to play
0,1825,don t be silly find your own man It s never a,good idea to play the game you want to play
0,1825,don t be silly find your own man It s never a good,idea to play the game you want to play
0,1825,don t be silly find your own man It s never a good idea,to play the game you want to play
0,1825,don t be silly find your own man It s never a good idea to,play the game you want to play
0,1825,don t be silly find your own man It s never a good idea to play,the game you want to play
0,1825,don t be silly find your own man It s never a good idea to play the,game you want to play
0,1825,don t be silly find your own man It s never a good idea to play the game,you want to play
0,1825,don t be silly find your own man It s never a good idea to play the game you,want to play
0,1825,don t be silly find your own man It s never a good idea to play the game you want,to play
0,1825,don t be silly find your own man It s never a good idea to play the game you want to,play
1,1826,my girlfriend,once gave me a valentine made of soft leather what a suede heart
1,1826,my girlfriend once,gave me a valentine made of soft leather what a suede heart
1,1826,my girlfriend once gave,me a valentine made of soft leather what a suede heart
1,1826,my girlfriend once gave me,a valentine made of soft leather what a suede heart
1,1826,my girlfriend once gave me a,valentine made of soft leather what a suede heart
1,1826,my girlfriend once gave me a valentine,made of soft leather what a suede heart
1,1826,my girlfriend once gave me a valentine made,of soft leather what a suede heart
1,1826,my girlfriend once gave me a valentine made of,soft leather what a suede heart
1,1826,my girlfriend once gave me a valentine made of soft,leather what a suede heart
1,1826,my girlfriend once gave me a valentine made of soft leather,what a suede heart
1,1826,my girlfriend once gave me a valentine made of soft leather what,a suede heart
1,1826,my girlfriend once gave me a valentine made of soft leather what a,suede heart
1,1826,my girlfriend once gave me a valentine made of soft leather what a suede,heart
0,1827,It does,not get us any kind of pot of gold that s going to solve the problem
0,1827,It does not,get us any kind of pot of gold that s going to solve the problem
0,1827,It does not get,us any kind of pot of gold that s going to solve the problem
0,1827,It does not get us,any kind of pot of gold that s going to solve the problem
0,1827,It does not get us any,kind of pot of gold that s going to solve the problem
0,1827,It does not get us any kind,of pot of gold that s going to solve the problem
0,1827,It does not get us any kind of,pot of gold that s going to solve the problem
0,1827,It does not get us any kind of pot,of gold that s going to solve the problem
0,1827,It does not get us any kind of pot of,gold that s going to solve the problem
0,1827,It does not get us any kind of pot of gold,that s going to solve the problem
0,1827,It does not get us any kind of pot of gold that,s going to solve the problem
0,1827,It does not get us any kind of pot of gold that s,going to solve the problem
0,1827,It does not get us any kind of pot of gold that s going,to solve the problem
0,1827,It does not get us any kind of pot of gold that s going to,solve the problem
0,1827,It does not get us any kind of pot of gold that s going to solve,the problem
0,1827,It does not get us any kind of pot of gold that s going to solve the,problem
1,1828,politics only,serve to make the future moron certain
1,1828,politics only serve,to make the future moron certain
1,1828,politics only serve to,make the future moron certain
1,1828,politics only serve to make,the future moron certain
1,1828,politics only serve to make the,future moron certain
1,1828,politics only serve to make the future,moron certain
1,1828,politics only serve to make the future moron,certain
0,1829,I made,the decision during a commercial break he said
0,1829,I made the,decision during a commercial break he said
0,1829,I made the decision,during a commercial break he said
0,1829,I made the decision during,a commercial break he said
0,1829,I made the decision during a,commercial break he said
0,1829,I made the decision during a commercial,break he said
0,1829,I made the decision during a commercial break,he said
0,1829,I made the decision during a commercial break he,said
0,1830,I ve,got the feeling as the old folks say I m on a roll
0,1830,I ve got,the feeling as the old folks say I m on a roll
0,1830,I ve got the,feeling as the old folks say I m on a roll
0,1830,I ve got the feeling,as the old folks say I m on a roll
0,1830,I ve got the feeling as,the old folks say I m on a roll
0,1830,I ve got the feeling as the,old folks say I m on a roll
0,1830,I ve got the feeling as the old,folks say I m on a roll
0,1830,I ve got the feeling as the old folks,say I m on a roll
